sample_id,is_buyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
1332,0,NA,1,0,0,0,0,150,150,0,0,47,156,0
1333,0,NA,1,0,0,0,0,53,53,0,0,178,909,0
1334,0,NA,1,0,0,0,0,4,4,0,0,111,208,0
1335,0,NA,3,0,10.5,0,6.817929,0,0,0,1,1,618,0
1336,0,NA,1,0,0,0,0,11,11,0,0,28,155,0
1337,0,NA,9,0,4.640625,0,-19.69918,23,23,0,1,0,1052,0
1338,0,NA,1,0,0,0,0,122,122,0,0,24,550,0
1339,0,NA,1,0,0,0,0,4,4,0,0,82,287,0
1340,0,NA,1,0,0,0,0,33,33,0,0,25,81,0
1341,0,NA,1,0,0,0,0,98,98,0,0,140,889,0
1342,0,NA,4,0,0.2222222,0,-23.74716,23,23,0,1,5,81,0
1343,0,NA,1,0,0,0,0,35,35,0,0,155,557,0
1344,0,NA,2,0,3.916667,0,-42.03305,43,43,0,1,21,153,0
1345,1,1,3,0,0.4583333,0,-25.82564,26,26,0,1,30,137,0
1346,0,NA,2,0,0.0416667,0,-12.9609,12,12,0,1,-1,7,0
1347,0,NA,1,0,0,0,0,99,99,0,0,49,177,0
1348,0,NA,1,0,0,0,0,159,159,0,0,171,473,0
1349,0,NA,1,0,0,0,0,73,73,0,0,116,158,0
1350,0,NA,1,0,0,0,0,35,35,0,0,104,322,0
1351,0,NA,1,0,0,0,0,148,148,0,0,61,137,0
1352,0,NA,2,0,0.0416667,0,-173.6826,173,173,0,1,57,276,0
1353,0,NA,1,0,0,0,0,11,11,0,0,141,410,0
1354,0,NA,1,0,0,0,0,126,126,0,0,81,199,0
1355,0,NA,1,0,0,0,0,22,22,0,0,68,141,0
1356,0,NA,2,0,3.291667,0,-113.8624,115,115,0,1,157,372,0
1357,0,NA,2,0,24.83333,0,-33.83696,46,46,0,1,176,1231,0
1358,0,NA,1,0,0,0,0,133,133,0,0,152,593,0
1359,0,NA,1,0,0,0,0,144,144,0,0,169,6535,0
1360,0,NA,1,0,0,0,0,13,13,0,0,13,84,0
1361,0,NA,1,0,0,0,0,122,122,0,0,0,2890,0
1362,0,NA,1,0,0,0,0,64,64,0,0,75,194,0
1363,0,NA,1,0,0,0,0,33,33,0,0,114,114,0
1364,1,2,2,0.0416667,0.0416667,0.0078458,-0.0338208,0,0,1,1,18,65,0
1365,0,NA,1,0,0,0,0,173,173,0,0,172,884,0
1366,1,1,4,0,35.43056,0,10.63867,15,15,0,1,170,755,0
1367,0,NA,1,0,0,0,0,4,4,0,0,16,74,0
1368,0,NA,3,0,22.52083,0,-22.19748,37,37,0,1,181,1789,0
1369,0,NA,1,0,0,0,0,63,63,0,0,16,60,0
1370,0,NA,1,0,0,0,0,0,0,0,0,24,412,0
1371,0,NA,1,0,0,0,0,29,29,0,0,13,33,0
1372,0,NA,1,0,0,0,0,49,49,0,0,11,73,0
1373,0,NA,2,0,6.583333,0,-22.32807,25,25,0,1,36,552,0
1374,0,NA,1,0,0,0,0,145,145,0,0,186,1068,0
1375,0,NA,1,0,0,0,0,38,38,0,0,-1,455,0
1376,0,NA,1,0,0,0,0,90,90,0,0,168,2160,0
1377,0,NA,1,0,0,0,0,123,123,0,0,179,630,0
1378,0,NA,1,0,0,0,0,23,23,0,0,29,141,0
1379,0,NA,1,0,0,0,0,10,10,0,0,179,2861,0
1380,0,NA,1,0,0,0,0,39,39,0,0,175,835,0
1381,0,NA,2,0,0.0416667,0,-29.9896,30,30,0,1,17,143,0
1382,0,NA,1,0,0,0,0,55,55,0,0,57,337,0
1383,0,NA,1,0,0,0,0,149,149,0,0,59,382,0
1384,0,NA,1,0,0,0,0,177,177,0,0,90,415,0
1385,0,NA,1,0,0,0,0,178,178,0,0,67,637,0
1386,0,NA,3,0,6.3125,0,-48.18525,52,52,0,1,47,313,0
1387,0,NA,1,0,0,0,0,148,148,0,0,101,501,0
1388,0,NA,2,0,0.7083333,0,-5.940787,6,6,0,1,49,113,0
1389,0,NA,1,0,0,0,0,4,4,0,0,69,117,0
1390,0,NA,1,0,0,0,0,30,30,0,0,61,442,0
1391,0,NA,1,0,0,0,0,133,133,0,0,142,592,0
1392,0,NA,1,0,0,0,0,7,7,0,0,8,28,0
1393,1,1,1,0,0,0,0,142,142,0,0,162,661,0
1394,0,NA,1,0,0,0,0,160,160,0,0,174,377,0
1395,0,NA,1,0,0,0,0,100,100,0,0,177,1262,0
1396,0,NA,1,0,0,0,0,65,65,0,0,23,266,0
1397,0,NA,1,0,0,0,0,95,95,0,0,170,5987,0
1398,0,NA,2,0,0.2916667,0,-116.8274,116,116,0,1,24,196,0
1399,0,NA,1,0,0,0,0,128,128,0,0,115,536,0
1400,0,NA,1,0,0,0,0,30,30,0,0,17,155,0
1401,0,NA,1,0,0,0,0,87,87,0,0,102,379,0
1402,0,NA,4,0,35.79167,0,24.93418,1,1,0,1,31,233,0
1403,0,NA,1,0,0,0,0,44,44,0,0,57,196,0
1404,0,NA,1,0,0,0,0,116,116,0,0,163,1245,0
1405,0,NA,1,0,0,0,0,28,28,0,0,0,782,0
1406,0,NA,1,0,0,0,0,100,100,0,0,153,547,0
1407,0,NA,1,0,0,0,0,26,26,0,0,12,81,0
1408,0,NA,1,0,0,0,0,124,124,0,0,167,2374,0
1409,0,NA,1,0,0,0,0,5,5,0,0,18,49,0
1410,0,NA,1,0,0,0,0,41,41,0,0,102,849,0
1411,0,NA,1,0,0,0,0,29,29,0,0,73,132,0
1412,0,NA,1,0,0,0,0,95,95,0,0,162,287,0
1413,0,NA,1,0,0,0,0,40,40,0,0,14,55,0
1414,0,NA,1,0,0,0,0,81,81,0,0,166,2914,0
1415,0,NA,1,0,0,0,0,114,114,0,0,40,225,0
1416,0,NA,1,0,0,0,0,25,25,0,0,10,284,0
1417,0,NA,1,0,0,0,0,6,6,0,0,66,130,0
1418,0,NA,1,0,0,0,0,54,54,0,0,38,142,0
1419,0,NA,1,0,0,0,0,25,25,0,0,178,778,0
1420,0,NA,1,0,0,0,0,126,126,0,0,130,666,0
1421,0,NA,1,0,0,0,0,145,145,0,0,156,404,0
1422,0,NA,5,0,7.75,0,1.181329,5,5,0,1,95,341,0
1423,0,NA,7,0,12.34722,0,-45.17498,55,55,0,1,195,895,0
1424,0,NA,3,0,12.375,0,-2.037825,10,10,0,1,54,129,0
1425,0,NA,13,0,5.895833,0,-30.9548,36,36,0,1,-1,13,0
1426,0,NA,1,0,0,0,0,63,63,0,0,6,48,0
1427,0,NA,2,0,12.08333,0,-127.066,133,133,0,1,177,2222,0
1428,0,NA,4,0,37.63889,0,1.995788,26,26,0,1,115,331,0
1429,0,NA,1,0,0,0,0,45,45,0,0,6,1314,0
1430,0,NA,1,0,0,0,0,14,14,0,0,93,638,0
1431,0,NA,1,0,0,0,0,135,135,0,0,33,653,0
1432,0,NA,3,0,0.1666667,0,-1.963714,2,2,0,1,170,921,0
1433,0,NA,1,0,0,0,0,169,169,0,0,169,913,0
1434,0,NA,1,0,0,0,0,8,8,0,0,15,113,0
1435,0,NA,1,0,0,0,0,53,53,0,0,123,371,0
1436,0,NA,1,0,0,0,0,149,149,0,0,47,265,0
1437,0,NA,1,0,0,0,0,69,69,0,0,143,319,0
1438,0,NA,1,0,0,0,0,0,0,0,0,26,76,0
1439,0,NA,1,0,0,0,0,144,144,0,0,89,279,0
1440,1,1,3,0,0.0416667,0,-116.9986,117,117,0,1,104,312,0
1441,0,NA,1,0,0,0,0,166,166,0,0,161,421,0
1442,0,NA,3,0,38.5,0,-60.49625,86,86,0,1,21,271,0
1443,0,NA,3,0,0.1041667,0,-80.67022,80,80,0,1,74,448,0
1444,0,NA,1,0,0,0,0,13,13,0,0,148,404,0
1445,0,NA,1,0,0,0,0,162,162,0,0,96,452,0
1446,0,NA,1,0,0,0,0,99,99,0,0,149,4693,0
1447,0,NA,2,0,37.45833,0,16.71202,2,2,0,1,31,241,0
1448,0,NA,1,0,0,0,0,107,107,0,0,29,120,0
1449,0,NA,1,0,0,0,0,108,108,0,0,108,196,0
1450,1,1,2,0,0.0416667,0,-91.93626,91,91,0,1,59,256,0
1451,0,NA,2,0,79.95834,0,-53.85774,93,93,0,1,31,141,0
1452,0,NA,2,0,33.33333,0,-132.3013,148,148,0,1,177,1404,0
1453,1,1,11,0,12.69583,0,6.367533,5,5,0,1,172,528,0
1454,0,NA,2,0,0.0416667,0,-25.10768,25,25,0,1,177,729,0
1455,0,NA,1,0,0,0,0,139,139,0,0,88,280,0
1456,0,NA,1,0,0,0,0,49,49,0,0,174,336,0
1457,0,NA,1,0,0,0,0,15,15,0,0,175,2320,0
1458,0,NA,1,0,0,0,0,104,104,0,0,107,565,0
1459,0,NA,1,0,0,0,0,83,83,0,0,24,60,0
1460,0,NA,1,0,0,0,0,35,35,0,0,73,337,0
1461,0,NA,6,0,15.2,0,0.7370709,11,11,0,1,63,112,0
1462,0,NA,2,0,7,0,-129.8443,133,133,0,1,164,1675,0
1463,0,NA,1,0,0,0,0,142,142,0,0,168,1880,0
1464,0,NA,3,0,4.041667,0,-8.580706,11,11,0,1,40,97,0
1465,0,NA,1,0,0,0,0,34,34,0,0,8,28,0
1466,1,1,1,0,0,0,0,0,0,0,0,1,779,0
1467,0,NA,1,0,0,0,0,90,90,0,0,142,394,0
1468,0,NA,1,0,0,0,0,159,159,0,0,30,135,0
1469,0,NA,1,0,0,0,0,44,44,0,0,87,342,0
1470,0,NA,1,0,0,0,0,173,173,0,0,171,1557,0
1471,0,NA,1,0,0,0,0,105,105,0,0,63,158,0
1472,0,NA,1,0,0,0,0,154,154,0,0,106,506,0
1473,0,NA,1,0,0,0,0,113,113,0,0,147,2504,0
1474,0,NA,1,0,0,0,0,42,42,0,0,56,186,0
1475,0,NA,1,0,0,0,0,17,17,0,0,181,656,0
1476,0,NA,8,0,1.458333,0,-136.6414,137,137,0,1,163,1046,0
1477,0,NA,3,0,22.41667,0,-27.1889,42,42,0,1,128,459,0
1478,0,NA,1,0,0,0,0,47,47,0,0,149,728,0
1479,0,NA,1,0,0,0,0,11,11,0,0,35,134,0
1480,0,NA,1,0,0,0,0,55,55,0,0,149,2576,0
1481,0,NA,1,0,0,0,0,44,44,0,0,178,755,0
1482,0,NA,1,0,0,0,0,102,102,0,0,172,433,0
1483,0,NA,1,0,0,0,0,5,5,0,0,77,476,0
1484,0,NA,3,0,9.708333,0,-45.18525,51,51,0,1,43,416,0
1485,0,NA,1,0,0,0,0,146,146,0,0,50,345,0
1486,1,1,4,0,10.43056,0,0.2042125,7,7,0,1,25,153,0
1487,0,NA,1,0,0,0,0,13,13,0,0,48,245,0
1488,0,NA,1,0,0,0,0,44,44,0,0,16,40,0
1489,0,NA,3,0,2.125,0,-93.50304,94,94,0,1,0,749,0
1490,0,NA,1,0,0,0,0,76,76,0,0,104,244,0
1491,0,NA,2,0,0.0416667,0,-101.5703,101,101,0,1,169,324,0
1492,0,NA,1,0,0,0,0,16,16,0,0,12,44,0
1493,0,NA,1,0,0,0,0,32,32,0,0,181,2295,0
1494,0,NA,1,0,0,0,0,112,112,0,0,80,1085,0
1495,0,NA,1,0,0,0,0,44,44,0,0,62,170,0
1496,0,NA,2,0,8.083333,0,-161.1264,165,165,0,1,82,213,0
1497,0,NA,1,0,0,0,0,177,177,0,0,169,1952,0
1498,0,NA,1,0,0,0,0,25,25,0,0,111,172,0
1499,0,NA,1,0,0,0,0,41,41,0,0,79,195,0
1500,0,NA,2,0,132.0417,0,45.38882,20,20,0,1,62,300,0
1501,0,NA,1,0,0,0,0,165,165,0,0,75,289,0
1502,0,NA,2,0,33.125,0,12.55594,4,4,0,1,14,44,0
1503,0,NA,1,0,0,0,0,34,34,0,0,37,67,0
1504,0,NA,1,0,0,0,0,178,178,0,0,156,834,0
1505,0,NA,1,0,0,0,0,20,20,0,0,75,284,0
1506,1,1,2,0,0.0416667,0,-111.773,111,111,0,1,62,271,0
1507,0,NA,1,0,0,0,0,74,74,0,0,111,562,0
1508,0,NA,6,0,26.85,0,-18.56068,40,40,0,1,0,1696,0
1509,0,NA,1,0,0,0,0,55,55,0,0,19,274,0
1510,0,NA,1,0,0,0,0,42,42,0,0,56,106,0
1511,0,NA,1,0,0,0,0,64,64,0,0,166,1289,0
1512,0,NA,1,0,0,0,0,69,69,0,0,9,47,0
1513,0,NA,1,0,0,0,0,13,13,0,0,41,122,0
1514,0,NA,1,0,0,0,0,108,108,0,0,131,362,0
1515,0,NA,3,0,59.08333,0,10.39116,28,28,0,1,160,4372,0
1516,0,NA,8,0,17.28572,0,-41.17924,56,56,0,1,174,6147,0
1517,0,NA,1,0,0,0,0,7,7,0,0,131,431,0
1518,0,NA,1,0,0,0,0,58,58,0,0,73,268,0
1519,0,NA,1,0,0,0,0,14,14,0,0,3,28,0
1520,0,NA,1,0,0,0,0,5,5,0,0,8,89,0
1521,0,NA,1,0,0,0,0,14,14,0,0,73,110,0
1522,0,NA,2,0,17.5,0,-31.77007,40,40,0,1,174,597,0
1523,0,NA,2,0,0.0416667,0,-58.33896,58,58,0,1,132,620,0
1524,0,NA,1,0,0,0,0,166,166,0,0,54,175,0
1525,0,NA,1,0,0,0,0,118,118,0,0,157,685,0
1526,0,NA,1,0,0,0,0,47,47,0,0,14,16,0
1527,0,NA,1,0,0,0,0,75,75,0,0,171,2678,0
1528,0,NA,1,0,0,0,0,33,33,0,0,175,429,0
1529,0,NA,1,0,0,0,0,38,38,0,0,31,58,0
1530,0,NA,1,0,0,0,0,97,97,0,0,159,4281,0
1531,0,NA,3,0,31.58333,0,17.38873,3,3,0,1,23,46,0
1532,0,NA,1,0,0,0,0,122,122,0,0,23,92,0
1533,0,NA,1,0,0,0,0,27,27,0,0,63,156,0
1534,0,NA,1,0,0,0,0,105,105,0,0,114,370,0
1535,1,1,2,0,24.125,0,-0.4984958,12,12,0,1,104,468,0
1536,0,NA,2,0,51.91667,0,20.0668,5,5,0,1,65,154,0
1537,0,NA,1,0,0,0,0,3,3,0,0,51,315,0
1538,0,NA,66,0,2.665385,0,-3.412071,6,6,0,1,126,980,0
1539,0,NA,1,0,0,0,0,146,146,0,0,167,1672,0
1540,0,NA,1,0,0,0,0,26,26,0,0,93,155,0
1541,1,1,2,0,0.0416667,0,-106.3183,106,106,0,1,57,145,0
1542,0,NA,2,0,1.125,0,-129.7893,130,130,0,1,69,227,0
1543,0,NA,2,0,0.0416667,0,-169.574,169,169,0,1,149,3501,0
1544,0,NA,1,0,0,0,0,75,75,0,0,45,91,0
1545,0,NA,6,0,10.975,0,6.648867,2,2,0,1,41,108,0
1546,0,NA,3,0,12.33333,0,-4.027361,12,12,0,1,53,655,0
1547,0,NA,1,0,0,0,0,2,2,0,0,5,22,0
1548,0,NA,1,0,0,0,0,86,86,0,0,73,187,0
1549,0,NA,1,0,0,0,0,11,11,0,0,118,755,0
1550,0,NA,1,0,0,0,0,174,174,0,0,171,492,0
1551,0,NA,1,0,0,0,0,67,67,0,0,33,51,0
1552,0,NA,1,0,0,0,0,13,13,0,0,121,1051,0
1553,0,NA,1,0,0,0,0,121,121,0,0,164,1978,0
1554,0,NA,1,0,0,0,0,16,16,0,0,53,196,0
1555,0,NA,1,0,0,0,0,42,42,0,0,156,346,0
1556,0,NA,1,0,0,0,0,155,155,0,0,162,665,0
1557,0,NA,2,0,130.8333,0,11.28615,54,54,0,1,168,2712,0
1558,0,NA,2,0,78,0,-47.26268,86,86,0,1,173,1662,0
1559,0,NA,1,0,0,0,0,130,130,0,0,165,925,0
1560,0,NA,1,0,0,0,0,119,119,0,0,46,77,0
1561,0,NA,2,0,3.083333,0,-14.21782,15,15,0,1,147,475,0
1562,0,NA,2,0,0.0416667,0,-95.83059,95,95,0,1,25,58,0
1563,0,NA,1,0,0,0,0,119,119,0,0,43,199,0
1564,1,1,1,0,0,0,0,145,145,0,0,64,443,0
1565,0,NA,1,0,0,0,0,43,43,0,0,54,433,0
1566,0,NA,1,0,0,0,0,31,31,0,0,83,368,0
1567,0,NA,1,0,0,0,0,16,16,0,0,83,322,0
1568,0,NA,1,0,0,0,0,103,103,0,0,23,474,0
1569,0,NA,1,0,0,0,0,111,111,0,0,185,1013,0
1570,0,NA,1,0,0,0,0,72,72,0,0,186,1176,0
1571,0,NA,3,0,20,0,-0.7317,14,14,0,1,168,818,0
1572,0,NA,1,0,0,0,0,104,104,0,0,181,1536,0
1573,0,NA,1,0,0,0,0,25,25,0,0,30,43,0
1574,0,NA,1,0,0,0,0,4,4,0,0,53,221,0
1575,0,NA,1,0,0,0,0,0,0,0,0,3,42,0
1576,0,NA,1,0,0,0,0,121,121,0,0,104,270,0
1577,0,NA,5,0,13.73958,0,9.538471,1,1,0,1,54,830,0
1578,1,2,4,21.75,29.22222,-3.554317,7.48735,14,14,1,1,76,1349,0
1579,0,NA,1,0,0,0,0,83,83,0,0,166,674,0
1580,0,NA,1,0,0,0,0,1,1,0,0,29,97,0
1581,0,NA,1,0,0,0,0,161,161,0,0,159,6983,0
1582,0,NA,1,0,0,0,0,5,5,0,0,1,14,0
1583,0,NA,1,0,0,0,0,97,97,0,0,18,37,0
1584,0,NA,2,0,10.20833,0,-161.7049,166,166,0,1,173,1819,0
1585,1,2,12,0.2083333,1.185606,-15.65216,-1.877857,2,2,1,1,156,1885,0
1586,0,NA,1,0,0,0,0,117,117,0,0,175,692,0
1587,0,NA,1,0,0,0,0,38,38,0,0,90,347,0
1588,0,NA,1,0,0,0,0,89,89,0,0,180,1437,0
1589,0,NA,1,0,0,0,0,149,149,0,0,27,240,0
1590,0,NA,1,0,0,0,0,59,59,0,0,167,1014,0
1591,0,NA,1,0,0,0,0,22,22,0,0,169,2214,0
1592,0,NA,1,0,0,0,0,40,40,0,0,39,71,0
1593,0,NA,1,0,0,0,0,134,134,0,0,90,434,0
1594,0,NA,2,0,15.41667,0,-2.302512,10,10,0,1,38,287,0
1595,0,NA,1,0,0,0,0,0,0,0,0,106,621,0
1596,0,NA,1,0,0,0,0,49,49,0,0,127,438,0
1597,0,NA,2,0,7.5,0,-1.587683,5,5,0,1,108,983,0
1598,0,NA,1,0,0,0,0,20,20,0,0,23,49,0
1599,0,NA,1,0,0,0,0,82,82,0,0,52,244,0
1600,0,NA,1,0,0,0,0,55,55,0,0,185,764,0
1601,0,NA,1,0,0,0,0,28,28,0,0,111,310,0
1602,0,NA,1,0,0,0,0,52,52,0,0,154,633,0
1603,1,1,19,0,8.534722,0,2.686164,5,5,0,1,167,1522,0
1604,0,NA,2,0,64.91666,0,-66.47531,98,98,0,1,37,165,0
1605,0,NA,1,0,0,0,0,27,27,0,0,20,34,0
1606,0,NA,1,0,0,0,0,26,26,0,0,142,437,0
1607,0,NA,1,0,0,0,0,34,34,0,0,-1,341,0
1608,0,NA,3,0,20.0625,0,-59.65259,73,73,0,1,127,1448,0
1609,0,NA,1,0,0,0,0,137,137,0,0,163,249,0
1610,0,NA,1,0,0,0,0,24,24,0,0,24,59,0
1611,0,NA,1,0,0,0,0,11,11,0,0,53,103,0
1612,0,NA,1,0,0,0,0,10,10,0,0,61,112,0
1613,0,NA,1,0,0,0,0,125,125,0,0,39,252,0
1614,0,NA,1,0,0,0,0,32,32,0,0,19,37,0
1615,0,NA,2,0,0.0416667,0,-20.93328,20,20,0,1,136,1095,0
1616,0,NA,1,0,0,0,0,172,172,0,0,38,154,0
1617,1,1,1,0,0,0,0,70,70,0,0,49,138,0
1618,0,NA,1,0,0,0,0,88,88,0,0,116,502,0
1619,0,NA,1,0,0,0,0,15,15,0,0,32,158,0
1620,0,NA,1,0,0,0,0,162,162,0,0,139,417,0
1621,0,NA,1,0,0,0,0,108,108,0,0,159,506,0
1622,0,NA,1,0,0,0,0,105,105,0,0,179,1163,0
1623,0,NA,1,0,0,0,0,42,42,0,0,151,393,0
1624,0,NA,1,0,0,0,0,47,47,0,0,22,114,0
1625,0,NA,1,0,0,0,0,19,19,0,0,34,62,0
1626,0,NA,1,0,0,0,0,4,4,0,0,46,110,0
1627,0,NA,1,0,0,0,0,2,2,0,0,160,2451,0
1628,0,NA,1,0,0,0,0,79,79,0,0,95,593,0
1629,0,NA,1,0,0,0,0,0,0,0,0,9,34,0
1630,0,NA,1,0,0,0,0,64,64,0,0,185,3777,0
1631,0,NA,11,0,10.82083,0,-64.07137,73,73,0,1,137,885,0
1632,0,NA,2,0,3.041667,0,-57.49966,59,59,0,1,104,199,0
1633,0,NA,1,0,0,0,0,153,153,0,0,173,1348,0
1634,0,NA,2,0,0.0416667,0,-70.16616,70,70,0,1,120,863,0
1635,0,NA,2,0,7.541667,0,2.782733,0,0,0,1,62,312,0
1636,0,NA,1,0,0,0,0,48,48,0,0,155,2067,0
1637,0,NA,2,0,2.125,0,-143.8245,144,144,0,1,0,251,0
1638,0,NA,2,0,104.125,0,-5.474225,57,57,0,1,103,711,0
1639,0,NA,1,0,0,0,0,2,2,0,0,4,9,0
1640,0,NA,1,0,0,0,0,169,169,0,0,82,336,0
1641,0,NA,1,0,0,0,0,68,68,0,0,175,1412,0
1642,0,NA,1,0,0,0,0,26,26,0,0,24,499,0
1643,0,NA,3,0,3.041667,0,-7.102547,9,9,0,1,112,1140,0
1644,0,NA,1,0,0,0,0,43,43,0,0,47,146,0
1645,1,1,12,0,5.348485,0,4.881574,0,0,0,1,176,2029,0
1646,0,NA,1,0,0,0,0,35,35,0,0,164,787,0
1647,0,NA,1,0,0,0,0,60,60,0,0,92,281,0
1648,0,NA,1,0,0,0,0,26,26,0,0,106,759,0
1649,0,NA,1,0,0,0,0,16,16,0,0,9,34,0
1650,0,NA,1,0,0,0,0,75,75,0,0,187,575,0
1651,0,NA,1,0,0,0,0,22,22,0,0,112,436,0
1652,0,NA,1,0,0,0,0,40,40,0,0,185,694,0
1653,0,NA,2,0,90.08334,0,8.782733,36,36,0,1,168,546,0
1654,0,NA,2,0,50.75,0,-54.57505,79,79,0,1,39,302,0
1655,0,NA,1,0,0,0,0,13,13,0,0,87,182,0
1656,0,NA,1,0,0,0,0,2,2,0,0,6,61,0
1657,0,NA,1,0,0,0,0,145,145,0,0,148,788,0
1658,0,NA,2,0,0.0416667,0,-44.85873,44,44,0,1,170,521,0
1659,0,NA,1,0,0,0,0,45,45,0,0,173,356,0
1660,0,NA,1,0,0,0,0,3,3,0,0,19,262,0
1661,0,NA,1,0,0,0,0,9,9,0,0,18,36,0
1662,0,NA,1,0,0,0,0,2,2,0,0,23,86,0
1663,0,NA,1,0,0,0,0,61,61,0,0,55,172,0
1664,0,NA,5,0,12.40625,0,-103.3225,113,113,0,1,165,5466,0
1665,0,NA,1,0,0,0,0,18,18,0,0,174,2441,0
1666,1,1,3,0,72.0625,0,46.96207,1,1,0,1,170,1217,0
1667,0,NA,1,0,0,0,0,141,141,0,0,164,4165,0
1668,0,NA,1,0,0,0,0,5,5,0,0,26,51,0
1669,0,NA,1,0,0,0,0,48,48,0,0,59,485,0
1670,0,NA,1,0,0,0,0,72,72,0,0,169,525,0
1671,0,NA,1,0,0,0,0,168,168,0,0,176,1236,0
1672,0,NA,1,0,0,0,0,1,1,0,0,2,22,0
1673,0,NA,2,0,26.91667,0,-20.58934,34,34,0,1,37,88,0
1674,0,NA,1,0,0,0,0,108,108,0,0,30,194,0
1675,0,NA,1,0,0,0,0,57,57,0,0,16,46,0
1676,0,NA,2,0,2.125,0,-76.6854,77,77,0,1,35,119,0
1677,0,NA,1,0,0,0,0,14,14,0,0,43,152,0
1678,0,NA,2,0,6.958333,0,-12.57152,16,16,0,1,24,243,0
1679,0,NA,3,0,0.3541667,0,-54.92286,55,55,0,1,26,77,0
1680,0,NA,1,0,0,0,0,55,55,0,0,150,2388,0
1681,0,NA,1,0,0,0,0,118,118,0,0,174,754,0
1682,0,NA,2,0,5.166667,0,-8.521275,11,11,0,1,89,161,0
1683,0,NA,1,0,0,0,0,87,87,0,0,177,1720,0
1684,0,NA,1,0,0,0,0,19,19,0,0,31,97,0
1685,0,NA,1,0,0,0,0,3,3,0,0,100,230,0
1686,0,NA,1,0,0,0,0,41,41,0,0,151,1059,0
1687,0,NA,3,0,6.229167,0,-124.4473,128,128,0,1,15,83,0
1688,0,NA,1,0,0,0,0,13,13,0,0,76,461,0
1689,0,NA,1,0,0,0,0,10,10,0,0,64,224,0
1690,0,NA,1,0,0,0,0,182,182,0,0,176,291,0
1691,0,NA,1,0,0,0,0,50,50,0,0,33,70,0
1692,0,NA,1,0,0,0,0,146,146,0,0,27,5153,0
1693,0,NA,1,0,0,0,0,70,70,0,0,18,39,0
1694,0,NA,5,0,22.75,0,-65.78497,83,83,0,1,180,1453,0
1695,0,NA,1,0,0,0,0,129,129,0,0,145,815,0
1696,0,NA,1,0,0,0,0,48,48,0,0,76,161,0
1697,0,NA,1,0,0,0,0,45,45,0,0,5,609,0
1698,0,NA,1,0,0,0,0,116,116,0,0,125,392,0
1699,0,NA,1,0,0,0,0,41,41,0,0,78,307,0
1700,0,NA,1,0,0,0,0,1,1,0,0,9,152,0
1701,0,NA,1,0,0,0,0,126,126,0,0,105,849,0
1702,0,NA,1,0,0,0,0,100,100,0,0,106,144,0
1703,0,NA,1,0,0,0,0,129,129,0,0,166,1556,0
1704,0,NA,1,0,0,0,0,67,67,0,0,169,1455,0
1705,0,NA,1,0,0,0,0,99,99,0,0,176,688,0
1706,0,NA,1,0,0,0,0,7,7,0,0,167,2660,0
1707,0,NA,1,0,0,0,0,5,5,0,0,10,8,0
1708,0,NA,1,0,0,0,0,7,7,0,0,12,33,0
1709,0,NA,1,0,0,0,0,11,11,0,0,-1,632,0
1710,0,NA,1,0,0,0,0,127,127,0,0,150,353,0
1711,0,NA,1,0,0,0,0,145,145,0,0,32,65,0
1712,0,NA,1,0,0,0,0,16,16,0,0,17,84,0
1713,0,NA,1,0,0,0,0,0,0,0,0,-1,5,0
1714,0,NA,2,0,11.5,0,-40.0848,45,45,0,1,9,43,0
1715,0,NA,1,0,0,0,0,31,31,0,0,20,83,0
1716,0,NA,4,0,46.69444,0,-9.97685,44,44,0,1,171,756,0
1717,0,NA,1,0,0,0,0,41,41,0,0,154,697,0
1718,0,NA,2,0,25.41667,0,-14.14671,26,26,0,1,193,578,0
1719,0,NA,4,0,24.66667,0,-54.15834,72,72,0,1,66,1178,0
1720,0,NA,1,0,0,0,0,16,16,0,0,37,90,0
1721,0,NA,1,0,0,0,0,0,0,0,0,166,1222,0
1722,0,NA,1,0,0,0,0,24,24,0,0,41,456,0
1723,1,1,5,0,0.25,0,-3.664896,3,3,0,1,172,774,0
1724,0,NA,1,0,0,0,0,10,10,0,0,22,48,0
1725,0,NA,1,0,0,0,0,50,50,0,0,163,525,0
1726,0,NA,1,0,0,0,0,41,41,0,0,10,49,0
1727,0,NA,1,0,0,0,0,106,106,0,0,166,3145,0
1728,0,NA,2,0,8.75,0,-22.92214,27,27,0,1,42,105,0
1729,0,NA,1,0,0,0,0,42,42,0,0,119,440,0
1730,0,NA,1,0,0,0,0,17,17,0,0,21,66,0
1731,0,NA,1,0,0,0,0,99,99,0,0,22,241,0
1732,0,NA,1,0,0,0,0,28,28,0,0,2,905,0
1733,0,NA,6,0,26.19167,0,-3.437753,25,25,0,1,169,2688,0
1734,0,NA,6,0,3.65,0,-15.02008,18,18,0,1,93,436,0
1735,0,NA,1,0,0,0,0,21,21,0,0,9,140,0
1736,0,NA,2,0,16.75,0,-22.8816,31,31,0,1,62,121,0
1737,0,NA,1,0,0,0,0,15,15,0,0,33,49,0
1738,1,1,2,0,0.125,0,-32.87175,32,32,0,1,13,55,0
1739,0,NA,3,0,63.70833,0,-1.663611,44,44,0,1,65,1421,0
1740,0,NA,1,0,0,0,0,42,42,0,0,74,149,0
